"Notes"	"State of Residence"	"State of Residence Code"	"County of Residence"	"County of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Pennsylvania"	"42"	"Erie County, PA"	"42049"	"2022"	"2022"	"December"	"12"	207
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"January"	"1"	69
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"February"	"2"	79
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"March"	"3"	118
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"April"	"4"	101
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"May"	"5"	79
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"June"	"6"	85
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"July"	"7"	87
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"August"	"8"	104
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"September"	"9"	107
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"October"	"10"	111
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"November"	"11"	86
	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"2022"	"2022"	"December"	"12"	103
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"January"	"1"	129
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"February"	"2"	122
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"March"	"3"	141
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"April"	"4"	170
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"May"	"5"	148
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"June"	"6"	138
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"July"	"7"	136
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"August"	"8"	164
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"September"	"9"	139
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"October"	"10"	111
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"November"	"11"	153
	"Pennsylvania"	"42"	"Franklin County, PA"	"42055"	"2022"	"2022"	"December"	"12"	153
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"January"	"1"	149
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"February"	"2"	142
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"March"	"3"	176
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"April"	"4"	131
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"May"	"5"	184
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"June"	"6"	172
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"July"	"7"	191
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"August"	"8"	189
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"September"	"9"	172
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"October"	"10"	149
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"November"	"11"	156
	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"2022"	"2022"	"December"	"12"	156
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"January"	"1"	590
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"February"	"2"	566
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"March"	"3"	584
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"April"	"4"	534
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"May"	"5"	597
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"June"	"6"	594
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"July"	"7"	622
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"August"	"8"	615
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"September"	"9"	622
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"October"	"10"	572
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"November"	"11"	603
	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"2022"	"2022"	"December"	"12"	594
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"January"	"1"	116
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"February"	"2"	106
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"March"	"3"	132
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"April"	"4"	120
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"May"	"5"	137
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"June"	"6"	126
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"July"	"7"	148
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"August"	"8"	151
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"September"	"9"	123
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"October"	"10"	137
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"November"	"11"	132
	"Pennsylvania"	"42"	"Lebanon County, PA"	"42075"	"2022"	"2022"	"December"	"12"	135
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"January"	"1"	289
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"February"	"2"	307
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"March"	"3"	315
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"April"	"4"	315
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"May"	"5"	318
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"June"	"6"	315
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"July"	"7"	335
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"August"	"8"	342
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"September"	"9"	348
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"October"	"10"	317
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"November"	"11"	307
	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"2022"	"2022"	"December"	"12"	313
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"January"	"1"	262
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"February"	"2"	219
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"March"	"3"	257
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"April"	"4"	224
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"May"	"5"	253
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"June"	"6"	270
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"July"	"7"	258
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"August"	"8"	258
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"September"	"9"	284
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"October"	"10"	263
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"November"	"11"	264
	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"2022"	"2022"	"December"	"12"	262
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"January"	"1"	81
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"February"	"2"	76
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"March"	"3"	98
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"April"	"4"	90
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"May"	"5"	92
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"June"	"6"	83
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"July"	"7"	96
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"August"	"8"	96
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"September"	"9"	98
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"October"	"10"	96
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"November"	"11"	98
	"Pennsylvania"	"42"	"Lycoming County, PA"	"42081"	"2022"	"2022"	"December"	"12"	81
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"January"	"1"	76
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"February"	"2"	57
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"March"	"3"	80
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"April"	"4"	84
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"May"	"5"	89
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"June"	"6"	90
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"July"	"7"	70
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"August"	"8"	79
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"September"	"9"	88
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"October"	"10"	80
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"November"	"11"	90
	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"2022"	"2022"	"December"	"12"	69
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"January"	"1"	122
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"February"	"2"	103
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"March"	"3"	104
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"April"	"4"	103
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"May"	"5"	104
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"June"	"6"	100
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"July"	"7"	110
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"August"	"8"	132
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"September"	"9"	102
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"October"	"10"	121
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"November"	"11"	143
	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"2022"	"2022"	"December"	"12"	121
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"January"	"1"	705
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"February"	"2"	628
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"March"	"3"	740
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"April"	"4"	692
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"May"	"5"	676
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"June"	"6"	698
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"July"	"7"	769
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"August"	"8"	782
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"September"	"9"	668
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"October"	"10"	744
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"November"	"11"	682
	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"2022"	"2022"	"December"	"12"	691
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"January"	"1"	189
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"February"	"2"	193
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"March"	"3"	226
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"April"	"4"	234
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"May"	"5"	200
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"June"	"6"	246
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"July"	"7"	241
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"August"	"8"	252
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"September"	"9"	239
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"October"	"10"	232
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"November"	"11"	228
	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"2022"	"2022"	"December"	"12"	219
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"January"	"1"	1533
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"February"	"2"	1473
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"March"	"3"	1680
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"April"	"4"	1522
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"May"	"5"	1604
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"June"	"6"	1574
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"July"	"7"	1700
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"August"	"8"	1722
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"September"	"9"	1590
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"October"	"10"	1517
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"November"	"11"	1580
	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"2022"	"2022"	"December"	"12"	1631
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"January"	"1"	94
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"February"	"2"	94
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"March"	"3"	109
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"April"	"4"	93
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"May"	"5"	99
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"June"	"6"	87
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"July"	"7"	92
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"August"	"8"	132
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"September"	"9"	92
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"October"	"10"	111
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"November"	"11"	107
	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"2022"	"2022"	"December"	"12"	110
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"January"	"1"	137
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"February"	"2"	128
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"March"	"3"	140
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"April"	"4"	141
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"May"	"5"	158
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"June"	"6"	170
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"July"	"7"	149
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"August"	"8"	187
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"September"	"9"	156
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"October"	"10"	156
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"November"	"11"	163
	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"2022"	"2022"	"December"	"12"	188
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"January"	"1"	231
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"February"	"2"	209
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"March"	"3"	205
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"April"	"4"	231
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"May"	"5"	227
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"June"	"6"	259
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"July"	"7"	300
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"August"	"8"	264
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"September"	"9"	244
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"October"	"10"	234
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"November"	"11"	245
	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"2022"	"2022"	"December"	"12"	261
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"January"	"1"	387
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"February"	"2"	360
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"March"	"3"	394
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"April"	"4"	398
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"May"	"5"	411
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"June"	"6"	411
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"July"	"7"	422
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"August"	"8"	421
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"September"	"9"	417
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"October"	"10"	404
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"November"	"11"	399
	"Pennsylvania"	"42"	"York County, PA"	"42133"	"2022"	"2022"	"December"	"12"	422
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"January"	"1"	1201
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"February"	"2"	1115
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"March"	"3"	1203
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"April"	"4"	1200
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"May"	"5"	1209
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"June"	"6"	1263
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"July"	"7"	1312
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"August"	"8"	1433
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"September"	"9"	1343
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"October"	"10"	1187
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"November"	"11"	1223
	"Pennsylvania"	"42"	"Unidentified Counties, PA"	"42999"	"2022"	"2022"	"December"	"12"	1271
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"January"	"1"	120
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"February"	"2"	108
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"March"	"3"	120
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"April"	"4"	126
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"May"	"5"	106
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"June"	"6"	145
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"July"	"7"	153
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"August"	"8"	136
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"September"	"9"	137
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"October"	"10"	126
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"November"	"11"	111
	"Rhode Island"	"44"	"Kent County, RI"	"44003"	"2022"	"2022"	"December"	"12"	104
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"January"	"1"	570
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"February"	"2"	535
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"March"	"3"	579
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"April"	"4"	523
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"May"	"5"	569
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"June"	"6"	595
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"July"	"7"	619
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"August"	"8"	644
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"September"	"9"	555
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"October"	"10"	602
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"November"	"11"	591
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"2022"	"2022"	"December"	"12"	581
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"January"	"1"	65
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"February"	"2"	61
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"March"	"3"	65
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"April"	"4"	82
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"May"	"5"	84
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"June"	"6"	71
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"July"	"7"	72
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"August"	"8"	73
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"September"	"9"	69
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"October"	"10"	72
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"November"	"11"	66
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"2022"	"2022"	"December"	"12"	84
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"January"	"1"	74
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"February"	"2"	80
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"March"	"3"	84
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"April"	"4"	66
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"May"	"5"	88
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"June"	"6"	82
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"July"	"7"	89
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"August"	"8"	73
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"September"	"9"	82
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"October"	"10"	86
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"November"	"11"	77
	"Rhode Island"	"44"	"Unidentified Counties, RI"	"44999"	"2022"	"2022"	"December"	"12"	69
	"South Carolina"	"45"	"Aiken County, SC"	"45003"	"2022"	"2022"	"January"	"1"	158
	"South Carolina"	"45"	"Aiken County, SC"	"45003"	"2022"	"2022"	"February"	"2"	156
	"South Carolina"	"45"	"Aiken County, SC"	"45003"	"2022"	"2022"	"March"	"3"	185
	"South Carolina"	"45"	"Aiken County, SC"	"45003"	"2022"	"2022"	"April"	"4"	138
	"South Carolina"	"45"	"Aiken County, SC"	"45003"	"2022"	"2022"	"May"	"5"	138
